stop_id,stop_name,stop_lat,stop_lon,n_headsign,s_headsign
J31,Kosciuszko St,40.693342,-73.928814,Jamaica,Manhattan
L01,8 Av,40.739777,-74.002578,,Brooklyn
L02,6 Av,40.737335,-73.996786,8 Av,Brooklyn
L03,14 St-Union Sq,40.734789,-73.99073,8 Av,Brooklyn
L05,3 Av,40.732849,-73.986122,8 Av,Brooklyn
L06,1 Av,40.730953,-73.981628,8 Av,Brooklyn
L08,Bedford Av,40.717304,-73.956872,Manhattan,Canarsie - Rockaway Parkway
L10,Lorimer St,40.714063,-73.950275,Manhattan,Canarsie - Rockaway Parkway
L11,Graham Av,40.714565,-73.944053,Manhattan,Canarsie - Rockaway Parkway
L12,Grand St,40.711926,-73.94067,Manhattan,Canarsie - Rockaway Parkway
L13,Montrose Av,40.707739,-73.93985,Manhattan,Canarsie - Rockaway Parkway
L14,Morgan Av,40.706152,-73.933147,Manhattan,Canarsie - Rockaway Parkway
L15,Jefferson St,40.706607,-73.922913,Manhattan,Canarsie - Rockaway Parkway
L16,DeKalb Av,40.703811,-73.918425,Manhattan,Canarsie - Rockaway Parkway
L17,Myrtle-Wyckoff Avs,40.699814,-73.911586,Manhattan,Canarsie - Rockaway Parkway
L19,Halsey St,40.695602,-73.904084,Manhattan,Canarsie - Rockaway Parkway
L20,Wilson Av,40.688764,-73.904046,Manhattan,Canarsie - Rockaway Parkway
L21,Bushwick Av-Aberdeen St,40.682829,-73.905249,Manhattan,Canarsie - Rockaway Parkway
L22,Broadway Junction,40.678856,-73.90324,Manhattan,Canarsie - Rockaway Parkway
L24,Atlantic Av,40.675345,-73.903097,Manhattan,Canarsie - Rockaway Parkway
L25,Sutter Av,40.669367,-73.901975,Manhattan,Canarsie - Rockaway Parkway
L26,Livonia Av,40.664038,-73.900571,Manhattan,Canarsie - Rockaway Parkway
L27,New Lots Av,40.658733,-73.899232,Manhattan,Canarsie - Rockaway Parkway
L28,East 105 St,40.650573,-73.899485,Manhattan,Canarsie - Rockaway Parkway
L29,Canarsie-Rockaway Pkwy,40.646654,-73.90185,Manhattan,
M01,Middle Village-Metropolitan Av,40.711396,-73.889601,Manhattan,
M04,Fresh Pond Rd,40.706186,-73.895877,Manhattan,Metropolitan Av
M05,Forest Av,40.704423,-73.903077,Manhattan,Metropolitan Av
M06,Seneca Av,40.702762,-73.90774,Manhattan,Metropolitan Av
M08,Myrtle-Wyckoff Avs,40.69943,-73.912385,Manhattan,Metropolitan Av
M09,Knickerbocker Av,40.698664,-73.919711,Manhattan,Metropolitan Av
M10,Central Av,40.697857,-73.927397,Manhattan,Metropolitan Av
M11,Myrtle Av,40.697207,-73.935657,Jamaica - Middle Village,Manhattan
M12,Flushing Av,40.70026,-73.941126,Jamaica - Middle Village,Manhattan
M13,Lorimer St,40.703869,-73.947408,Jamaica - Middle Village,Manhattan
M14,Hewes St,40.70687,-73.953431,Jamaica - Middle Village,Manhattan
M16,Marcy Av,40.708359,-73.957757,Jamaica - Middle Village,Manhattan
M18,Delancey St-Essex St,40.718315,-73.987437,Brooklyn,Broad St (JZ) - Uptown (M)
M19,Bowery,40.72028,-73.993915,Brooklyn,Broad St
M20,Canal St,40.718092,-73.999892,Brooklyn,Broad St
M21,Chambers St,40.713243,-74.003401,Brooklyn,Broad St
M22,Fulton St,40.710374,-74.007582,Brooklyn,Broad St
M23,Broad St,40.706476,-74.011056,Brooklyn,
N02,8 Av,40.635064,-74.011719,Manhattan,Coney Island
N03,Fort Hamilton Pkwy,40.631386,-74.005351,Manhattan,Coney Island
N04,New Utrecht Av,40.624842,-73.996353,Manhattan,Coney Island
N05,18 Av,40.620671,-73.990414,Manhattan,Coney Island
N06,20 Av,40.61741,-73.985026,Manhattan,Coney Island
N07,Bay Pkwy,40.611815,-73.981848,Manhattan,Coney Island
N08,Kings Hwy,40.603923,-73.980353,Manhattan,Coney Island
N09,Avenue U,40.597473,-73.979137,Manhattan,Coney Island
N10,86 St,40.592721,-73.97823,Manhattan,Coney Island
N12,S.B. Coney Island,40.577422,-73.981233,Northbound,Southbound
Q01,Canal St,40.718383,-74.00046,Uptown & Queens,Downtown & Brooklyn
Q03,72 St,40.768799,-73.958424,Uptown,Downtown & Brooklyn
Q04,86 St,40.777891,-73.951787,Uptown,Downtown & Brooklyn
Q05,96 St,40.784318,-73.947152,,Downtown & Brooklyn
R01,Astoria-Ditmars Blvd,40.775036,-73.912034,,Manhattan
R03,Astoria Blvd,40.770258,-73.917843,Ditmars Blvd,Manhattan
R04,30 Av,40.766779,-73.921479,Astoria - Ditmars Blvd,Manhattan
R05,Broadway,40.76182,-73.925508,Astoria - Ditmars Blvd,Manhattan
R06,36 Av,40.756804,-73.929575,Astoria - Ditmars Blvd,Manhattan
R08,39 Av-Dutch Kills,40.752882,-73.932755,Astoria - Ditmars Blvd,Manhattan
R09,Queensboro Plaza,40.750582,-73.940202,Astoria - Flushing,Manhattan
R11,Lexington Av/59 St,40.76266,-73.967258,Queens,Downtown & Brooklyn
R13,5 Av/59 St,40.764811,-73.973347,Queens,Downtown & Brooklyn
R14,57 St-7 Av,40.764664,-73.980658,Uptown & Queens,Downtown & Brooklyn
R15,49 St,40.759901,-73.984139,Uptown & Queens,Downtown & Brooklyn
R16,Times Sq-42 St,40.754672,-73.986754,Uptown & Queens,Downtown & Brooklyn
R17,34 St-Herald Sq,40.749567,-73.98795,Uptown & Queens,Downtown & Brooklyn
R18,28 St,40.745494,-73.988691,Uptown & Queens,Downtown & Brooklyn
R19,23 St,40.741303,-73.989344,Uptown & Queens,Downtown & Brooklyn
R20,14 St-Union Sq,40.735736,-73.990568,Uptown & Queens,Downtown & Brooklyn
R21,8 St-NYU,40.730328,-73.992629,Uptown & Queens,Downtown & Brooklyn
R22,Prince St,40.724329,-73.997702,Uptown & Queens,Downtown & Brooklyn
R23,Canal St,40.719527,-74.001775,Uptown & Queens,Downtown & Brooklyn
R24,City Hall,40.713282,-74.006978,Uptown & Queens,Downtown & Brooklyn
R25,Cortlandt St,40.710668,-74.011029,Uptown & Queens,Downtown & Brooklyn
R26,Rector St,40.70722,-74.013342,Uptown & Queens,Downtown & Brooklyn
R27,Whitehall St-South Ferry,40.703087,-74.012994,Uptown & Queens,Brooklyn
R28,Court St,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St
R29,Jay St-MetroTech,40.69218,-73.985942,Manhattan,Bay Ridge - 95 St
R30,DeKalb Av,40.690635,-73.981824,Manhattan,Coney Island - Bay Ridge
R31,Atlantic Av-Barclays Ctr,40.683666,-73.97881,Manhattan,Coney Island - Bay Ridge
R32,Union St,40.677316,-73.98311,Manhattan,Bay Ridge - 95 St
R33,4 Av-9 St,40.670847,-73.988302,Manhattan,Bay Ridge - 95 St
R34,Prospect Av,40.665414,-73.992872,Manhattan,Bay Ridge - 95 St
R35,25 St,40.660397,-73.998091,Manhattan,Bay Ridge - 95 St
R36,36 St,40.655144,-74.003549,Manhattan,Coney Island - Bay Ridge
R39,45 St,40.648939,-74.010006,Manhattan,Bay Ridge - 95 St
R40,53 St,40.645069,-74.014034,Manhattan,Bay Ridge - 95 St
R41,59 St,40.641362,-74.017881,Manhattan,Coney Island - Bay Ridge
R42,Bay Ridge Av,40.634967,-74.023377,Manhattan,95 St
R43,77 St,40.629742,-74.02551,Manhattan,95 St
R44,86 St,40.622687,-74.028398,Manhattan,95 St
R45,Bay Ridge-95 St,40.616622,-74.030876,Manhattan,
S01,Franklin Av,40.680596,-73.955827,,Prospect Park
S03,Park Pl,40.674772,-73.957624,Franklin Av,Prospect Park
S04,Botanic Garden,40.670343,-73.959245,Franklin Av,Prospect Park
S09,Tottenville,40.512764,-74.251961,St George,
S11,Arthur Kill,40.516578,-74.242096,St George,Tottenville
S13,Richmond Valley,40.519631,-74.229141,St George,Tottenville
S14,Pleasant Plains,40.52241,-74.217847,St George,Tottenville
S15,Prince's Bay,40.525507,-74.200064,St George,Tottenville
S16,Huguenot,40.533674,-74.191794,St George,Tottenville
S17,Annadale,40.54046,-74.178217,St George,Tottenville
S18,Eltingville,40.544601,-74.16457,St George,Tottenville
S19,Great Kills,40.551231,-74.151399,St George,Tottenville
S20,Bay Terrace,40.5564,-74.136907,St George,Tottenville
S21,Oakwood Heights,40.56511,-74.12632,St George,Tottenville
S22,New Dorp,40.57348,-74.11721,St George,Tottenville
S23,Grant City,40.578965,-74.109704,St George,Tottenville
S24,Jefferson Av,40.583591,-74.103338,St George,Tottenville
S25,Dongan Hills,40.588849,-74.09609,St George,Tottenville
S26,Old Town,40.596612,-74.087368,St George,Tottenville
S27,Grasmere,40.603117,-74.084087,St George,Tottenville
S28,Clifton,40.621319,-74.071402,St George,Tottenville
S29,Stapleton,40.627915,-74.075162,St George,Tottenville
S30,Tompkinsville,40.636949,-74.074835,St George,Tottenville
S31,St George,40.643748,-74.073643,,Tottenville
